Grain ID,Area pixels^2,Diameter pixels,Diameter mm,Circularity,Center X,Center Y
1,2477.5,56.16,12.9215,0.092,701,129
2,29092.0,192.46,44.2786,0.702,537,315
3,102.0,11.4,2.6218,0.531,512,371
4,1456.5,43.06,9.9075,0.143,700,341
5,845.5,32.81,7.5486,0.352,705,445
6,8839.5,106.09,24.4074,0.13,536,515
7,6751.5,92.72,21.3308,0.163,152,516
8,566.5,26.86,6.1788,0.359,320,516
9,28.5,6.02,1.3859,0.368,340,512
